traffic,driver_id,weather,order_type,vehicle_type,driver_age,driver_rating,rest_lat,rest_lon,dest_lat,dest_lon,temp,humidity,distance
Very High,JAPRES12DEL02,Clear,Snack,Bike,29,4.6,26.902.908,75.792.934,27.032.908,75.922.934,23.79,29.0,30.73
Very High,BANGRES18DEL02,Foggy,Snack,Bike,28,4.6,12.913.041,77.683.237,13.043.041,77.813.237,22.4,73.0,29.57
Very High,MYSRES08DEL02,Clear,Drinks,Bike,29,5.0,12.297.954,76.665.169,12.427.954,76.795.169,19.91,68.0,25.66
Very High,PUNERES07DEL03,Clear,Snack,E-Bike,37,5.0,18.546.947,73.900.626,18.636.947,73.990.626,23.37,47.0,18.49
Very High,COIMBRES07DEL01,Foggy,Meal,Bike,30,4.6,1.096.185,76.971.082,1.107.185,77.081.082,26.02,73.0,23.03
Very High,COIMBRES14DEL01,Foggy,Drinks,Bike,24,3.2,11.003.681,76.975.525,11.113.681,77.085.525,26.12,73.0,20.63
Very High,COIMBRES16DEL01,Foggy,Meal,Bike,23,4.7,11.010.375,7.695.295,11.120.375,7.706.295,26.14,73.0,20.5
Very High,MUMRES18DEL01,Foggy,Drinks,Bike,24,4.9,191.093,72.825.451,192.193,72.935.451,26.75,57.0,35.66
Very High,KNPRES07DEL02,Clear,Meal,Bike,23,4.9,26.472.001,80.354.002,26.602.001,80.484.002,22.99,43.0,25.56
Very High,RANCHIRES01DEL02,Partly Cloudy,Meal,Bike,29,4.6,23.416.792,85.316.842,23.546.792,85.446.842,18.28,62.0,23.28
Very High,JAPRES07DEL03,Foggy,Drinks,Bike,27,4.9,26.766.536,75.837.333,26.906.536,75.977.333,24.07,46.0,38.17837876717937
Very High,BANGRES05DEL01,Foggy,Buffet,Bike,24,5.0,12.970.324,77.645.748,13.080.324,77.755.748,22.33,73.0,20.46
Very High,CHENRES05DEL02,Cloudy,Snack,Bike,37,4.7,13.058.616,80.264.151,13.108.616,80.314.151,28.37,82.0,14.83
Very High,INDORES15DEL02,Clear,Drinks,E-Bike,22,4.8,22.760.072,75.892.574,22.890.072,76.022.574,22.22,43.0,26.3
Very High,JAPRES15DEL01,Clear,Meal,E-Bike,32,4.8,26.891.191,75.802.083,27.001.191,75.912.083,23.95,29.0,20.38
Very High,MUMRES03DEL02,Clear,Snack,Bike,31,4.9,1.922.384,72.841.347,1.930.384,72.921.347,27.21,55.0,22.38
Very High,HYDRES16DEL01,Foggy,Buffet,Bike,30,4.9,17.440.827,78.393.391,17.550.827,78.503.391,22.57,60.0,26.82
Very High,MUMRES03DEL02,Clear,Drinks,Bike,25,4.0,1.922.384,72.841.347,1.930.384,72.921.347,27.21,55.0,22.38
Very High,RANCHIRES04DEL01,Foggy,Snack,Bike,29,4.9,23.359.033,85.325.347,23.429.033,85.395.347,20.25,83.0,22.97
Very High,INDORES15DEL02,Clear,Meal,Bike,37,4.6,22.760.072,75.892.574,22.890.072,76.022.574,22.22,43.0,26.3
Very High,KOCRES04DEL02,Rain,Buffet,E-Bike,26,4.5,9.966.783,76.242.981,10.046.783,76.322.981,25.41,83.0,22.94
Very High,PUNERES18DEL01,Clear,Drinks,Bike,29,4.8,18.593.481,73.785.901,18.703.481,73.895.901,22.65,48.0,21.63
Very High,PUNERES14DEL01,Clear,Buffet,Bike,29,5.0,18.516.216,73.842.527,18.626.216,73.952.527,23.22,48.0,19.84
Very High,BANGRES010DEL03,Foggy,Snack,Bike,32,4.6,12.933.298,77.614.293,12.993.298,77.674.293,23.02,72.0,14.4
Very High,BANGRES08DEL01,Foggy,Meal,Bike,29,4.4,12.906.229,77.596.791,12.976.229,77.666.791,23.17,72.0,15.96
Very High,KOCRES13DEL01,Rain,Buffet,Bike,37,4.7,9.991.703,76.293.136,10.101.703,76.403.136,24.57,88.0,26.27
Very High,BHPRES18DEL01,Clear,Buffet,Bike,35,4.8,23.234.631,77.401.663,23.344.631,77.511.663,21.91,43.0,21.2
Very High,KOCRES02DEL02,Rain,Drinks,Bike,25,4.9,10.028.047,76.310.019,10.158.047,76.440.019,24.42,90.0,29.27
Very High,HYDRES20DEL02,Cloudy,Meal,Bike,36,4.8,17.483.216,78.552.111,17.613.216,78.682.111,23.07,65.0,29.02
Very High,SURRES16DEL02,Clear,Meal,E-Bike,20,4.8,21.160.437,72.774.209,21.290.437,72.904.209,24.9,43.0,34.64
Very High,CHENRES08DEL03,Rain,Drinks,Bike,28,4.9,13.022.394,80.242.439,13.112.394,80.332.439,28.38,82.0,23.93
Very High,HYDRES14DEL02,Foggy,Snack,Bike,31,4.6,17.426.228,78.407.495,17.556.228,78.537.495,22.57,60.0,25.32
Very High,MUMRES19DEL03,Foggy,Snack,Bike,24,4.8,19.131.141,72.813.074,19.221.141,72.903.074,26.62,57.0,22.94
Very High,PUNERES13DEL02,Clear,Meal,Bike,36,4.8,1.856.245,73.916.619,1.864.245,73.996.619,23.36,47.0,23.24
Very High,MUMRES18DEL03,Foggy,Meal,Bike,29,4.6,191.093,72.825.451,191.993,72.915.451,26.96,57.0,24.34
Very High,PUNERES06DEL02,Clear,Snack,Bike,32,4.2,18.546.258,73.904.337,18.676.258,74.034.337,23.61,47.0,27.63
Very High,INDORES03DEL02,Clear,Snack,Bike,30,4.7,22.751.857,75.866.699,22.881.857,75.996.699,22.3,43.0,26.88
Very High,CHENRES12DEL01,Foggy,Snack,Bike,22,4.7,12.972.793,80.249.982,13.042.793,80.319.982,28.51,81.0,17.33
Very High,KNPRES18DEL02,Clear,Snack,Bike,28,5.0,26.474.133,803.481,26.604.133,804.781,22.99,43.0,25.63
Very High,HYDRES05DEL03,Foggy,Snack,Bike,34,4.8,17.433.809,78.386.744,17.523.809,78.476.744,22.81,60.0,21.38
Very High,SURRES09DEL02,Clear,Buffet,Bike,21,4.5,21.175.975,72.795.503,21.305.975,72.925.503,24.9,42.0,28.79
Very High,MUMRES11DEL02,Foggy,Drinks,E-Bike,20,4.1,18.994.237,72.825.553,19.124.237,72.955.553,28.05,57.0,33.59
Very High,KOCRES05DEL01,Rain,Buffet,Bike,32,4.0,9.970.717,76.285.447,10.080.717,76.395.447,24.61,88.0,26.1
Very High,HYDRES12DEL03,Foggy,Meal,Bike,35,4.2,17.429.585,78.392.621,17.519.585,78.482.621,22.81,60.0,21.21
Very High,CHENRES17DEL02,Cloudy,Drinks,Bike,39,4.9,13.045.479,8.023.311,13.125.479,8.031.311,28.35,82.0,20.23
Very High,JAPRES12DEL02,Clear,Buffet,Bike,26,4.8,26.902.908,75.792.934,27.032.908,75.922.934,23.79,29.0,31.02
Very High,PUNERES13DEL01,Clear,Buffet,Bike,38,4.8,1.856.245,73.916.619,1.867.245,74.026.619,23.58,47.0,25.07
Very High,JAPRES06DEL01,Clear,Snack,Bike,20,4.8,26.911.927,75.797.282,27.021.927,75.907.282,23.84,29.0,22.34
Very High,GOARES18DEL03,Cloudy,Meal,Bike,31,4.8,1.549.395,73.827.423,1.558.395,73.917.423,28.89,68.0,21.18
Very High,PUNERES14DEL02,Clear,Buffet,Bike,29,4.6,18.516.216,73.842.527,18.596.216,73.922.527,22.86,48.0,15.09
Very High,PUNERES010DEL01,Clear,Drinks,Bike,32,5.0,18.539.299,73.897.902,18.609.299,73.967.902,22.87,48.0,17.82
Very High,HYDRES14DEL01,Foggy,Meal,Bike,24,5.0,17.426.228,78.407.495,17.536.228,78.517.495,22.6,60.0,22.59
Very High,PUNERES17DEL02,Clear,Drinks,Bike,27,4.6,18.530.963,73.828.972,18.660.963,73.958.972,23.24,48.0,25.68
Very High,RANCHIRES07DEL02,Partly Cloudy,Meal,Bike,38,4.0,23.359.407,85.325.055,23.489.407,85.455.055,20.22,62.0,25.76
Very High,BANGRES20DEL03,Foggy,Drinks,Bike,26,4.6,12.972.161,77.596.014,13.032.161,77.656.014,22.58,73.0,11.84
Very High,HYDRES18DEL01,Foggy,Buffet,Bike,21,4.6,17.450.851,78.379.347,17.560.851,78.489.347,22.64,60.0,25.29
Very High,CHENRES13DEL02,Rain,Snack,E-Bike,34,4.7,13.027.018,80.254.791,13.107.018,80.334.791,28.38,82.0,20.12
Very High,BANGRES18DEL03,Foggy,Drinks,Bike,37,4.6,12.913.041,77.683.237,12.973.041,77.743.237,23.25,73.0,16.17
Very High,BANGRES16DEL03,Foggy,Drinks,Bike,29,4.6,13.029.198,77.570.997,13.119.198,77.660.997,21.83,73.0,21.89
Very High,CHENRES05DEL03,Rain,Meal,Bike,23,5.0,13.058.616,80.264.151,13.148.616,80.354.151,28.36,82.0,17.05
Very High,CHENRES01DEL02,Rain,Drinks,Bike,27,4.8,13.005.801,80.250.744,13.135.801,80.380.744,28.39,82.0,26.48
Very High,BANGRES03DEL01,Foggy,Buffet,Bike,29,4.9,12.979.166,77.640.709,13.089.166,77.750.709,22.14,73.0,22.12
Very High,COIMBRES17DEL01,Foggy,Drinks,E-Bike,21,4.6,11.026.117,76.944.652,11.136.117,77.054.652,26.06,73.0,22.86
Very High,HYDRES13DEL03,Foggy,Buffet,Bike,38,5.0,17.431.477,7.840.035,17.521.477,7.849.035,22.7,60.0,22.05
Very High,CHENRES01DEL02,Rain,Buffet,Bike,25,4.6,13.005.801,80.250.744,13.085.801,80.330.744,28.42,82.0,20.55
Very High,CHENRES16DEL01,Rain,Drinks,Bike,26,4.7,13.049.645,80.242.268,13.159.645,80.352.268,28.35,82.0,24.03
Very High,JAPRES19DEL03,Clear,Drinks,Bike,27,4.8,26.913.726,7.575.282,27.053.726,7.589.282,23.72,29.0,27.46
Very High,CHENRES09DEL02,Rain,Snack,Bike,35,4.1,13.044.694,8.026.147,13.174.694,8.039.147,28.36,76.0,27.85
Very High,JAPRES010DEL03,Clear,Snack,Bike,26,4.8,26.921.411,75.793.604,27.061.411,75.933.604,23.86,30.0,27.74
Very High,JAPRES13DEL03,Clear,Meal,Bike,33,4.5,26.846.156,758.023,26.986.156,759.423,24.0,29.0,25.69
Very High,CHENRES02DEL03,Cloudy,Snack,Bike,34,4.7,13.086.438,80.220.672,13.146.439,80.280.672,28.26,82.0,13.96
Very High,SURRES20DEL02,Clear,Snack,Bike,20,4.8,2.115.276,72.778.059,2.128.276,72.908.059,24.9,43.0,24.01
Very High,SURRES17DEL01,Clear,Buffet,Bike,37,4.9,21.149.569,72.772.697,21.259.569,72.882.697,24.93,43.0,24.21
Very High,JAPRES17DEL01,Clear,Meal,Bike,39,4.7,26.892.312,75.806.896,27.002.312,75.916.896,23.95,29.0,20.18
Very High,BHPRES04DEL01,Clear,Snack,Bike,22,4.9,23.184.992,77.417.227,23.294.992,77.527.227,21.89,44.0,22.56
Very High,MUMRES08DEL02,Foggy,Meal,Bike,23,4.3,19.065.838,72.832.658,19.195.838,72.962.658,27.9,57.0,28.78
Very High,DEHRES010DEL02,Clear,Meal,Bike,24,4.4,30.328.174,78.049.117,30.408.174,78.129.117,15.13,82.0,18.62
Very High,MUMRES15DEL01,Foggy,Drinks,Bike,37,3.5,19.176.269,72.836.721,19.246.269,72.906.721,26.44,57.0,17.22
Very High,HYDRES05DEL01,Foggy,Buffet,Bike,23,4.6,17.433.809,78.386.744,17.543.809,78.496.744,22.64,60.0,24.21
Very High,JAPRES02DEL02,Clear,Meal,Bike,24,4.9,26.914.142,75.805.704,27.044.142,75.935.704,23.92,30.0,27.14
Very High,PUNERES05DEL01,Clear,Buffet,Bike,26,4.8,18.543.626,73.905.101,18.653.626,74.015.101,23.49,47.0,23.62
Very High,HYDRES010DEL01,Foggy,Meal,Bike,38,4.6,17.428.294,78.404.423,17.538.294,78.514.423,22.52,60.0,26.98
Very High,BANGRES16DEL03,Foggy,Meal,Bike,20,4.7,13.029.198,77.570.997,13.119.198,77.660.997,21.83,73.0,21.89
Very High,HYDRES02DEL02,Foggy,Drinks,E-Bike,25,4.9,1.741.233,78.449.654,1.749.233,78.529.654,22.73,60.0,17.95
Very High,KNPRES09DEL01,Clear,Meal,Bike,26,4.9,26.473.698,80.352.677,26.583.698,80.462.677,22.98,43.0,22.81
Very High,PUNERES11DEL01,Clear,Snack,Bike,36,4.1,18.533.811,73.899.315,18.643.811,74.009.315,23.32,47.0,24.11
Very High,CHENRES05DEL01,Rain,Snack,Bike,34,4.2,13.058.616,80.264.151,13.168.616,80.374.151,28.36,86.0,24.34
Very High,CHENRES07DEL02,Rain,Snack,Bike,28,5.0,13.081.878,80.248.519,13.161.878,80.328.519,28.33,82.0,20.84
Very High,BANGRES010DEL03,Foggy,Drinks,Bike,27,5.0,12.933.298,77.614.293,13.023.298,77.704.293,22.79,73.0,17.91
Very High,PUNERES13DEL02,Clear,Buffet,Bike,24,4.6,1.856.245,73.916.619,1.864.245,73.996.619,23.36,47.0,23.24
Very High,COIMBRES18DEL01,Foggy,Buffet,Bike,22,4.7,1.102.091,76.940.432,1.113.091,77.050.432,26.11,73.0,23.71
Very High,BANGRES010DEL03,Foggy,Buffet,Bike,23,2.5,12.933.298,77.614.293,13.023.298,77.704.293,22.79,73.0,17.91
Very High,CHENRES06DEL03,Rain,Drinks,Bike,24,4.9,13.054.347,80.257.221,13.144.347,80.347.221,28.36,82.0,18.01
Very High,CHENRES03DEL02,Rain,Meal,Bike,27,4.6,13.091.809,80.219.104,13.221.809,80.349.104,28.32,75.0,28.93
Very High,PUNERES13DEL03,Clear,Drinks,Bike,23,4.8,1.856.245,73.916.619,1.865.245,74.006.619,23.48,47.0,21.51
Very High,SURRES11DEL02,Clear,Meal,E-Bike,25,4.5,21.157.735,72.768.778,21.287.735,72.898.778,24.9,43.0,33.95
Very High,HYDRES08DEL01,Foggy,Drinks,Bike,39,4.5,17.438.263,78.397.865,17.548.263,78.507.865,22.54,60.0,27.2
Very High,HYDRES01DEL01,Foggy,Snack,Bike,24,4.8,17.410.371,78.437.225,17.520.371,78.547.225,22.75,60.0,22.65
Very High,HYDRES13DEL02,Foggy,Buffet,Bike,34,4.7,17.431.477,7.840.035,17.511.477,7.848.035,22.78,60.0,19.64
Very High,PUNERES15DEL01,Clear,Buffet,Bike,34,4.6,18.636.215,73.751.081,18.746.215,73.861.081,22.6,48.0,26.46
Very High,PUNERES09DEL02,Clear,Drinks,Bike,28,4.9,18.536.562,73.896.485,18.616.562,73.976.485,23.17,47.0,21.35
Very High,PUNERES14DEL02,Clear,Meal,Bike,26,4.7,18.516.216,73.842.527,18.646.216,73.972.527,23.36,47.0,24.84
Very High,CHENRES09DEL03,Rain,Drinks,Bike,23,4.9,13.044.694,8.026.147,13.134.694,8.035.147,28.37,82.0,18.59
Very High,SURRES14DEL01,Clear,Drinks,Bike,34,4.1,21.157.729,72.768.726,21.267.729,72.878.726,24.92,44.0,22.71
Very High,RANCHIRES07DEL01,Foggy,Drinks,Bike,20,4.7,23.359.407,85.325.055,23.429.407,85.395.055,20.25,83.0,23.01
Very High,JAPRES010DEL03,Clear,Drinks,Bike,35,4.6,26.921.411,75.793.604,27.061.411,75.933.604,23.86,30.0,27.74
Very High,BANGRES15DEL02,Foggy,Buffet,Bike,23,4.6,12.975.377,77.696.664,13.105.377,77.826.664,22.07,73.0,27.12
Very High,CHENRES05DEL01,Cloudy,Meal,Bike,22,4.8,13.058.616,80.264.151,13.128.616,80.334.151,28.36,82.0,14.88
Very High,MUMRES02DEL01,Clear,Buffet,Bike,39,4.4,19.221.315,72.862.381,19.291.315,72.932.381,27.81,53.0,14.75
Very High,INDORES01DEL03,Foggy,Drinks,Bike,24,4.6,22.695.207,75.866.059,22.785.207,75.956.059,22.11,60.0,23.47
Very High,CHENRES11DEL01,Cloudy,Snack,Bike,38,4.7,13.064.181,80.236.442,13.134.181,80.306.442,28.34,82.0,18.21
Very High,RANCHIRES05DEL01,Foggy,Snack,Bike,21,4.9,23.355.164,85.324.097,23.425.164,85.394.097,20.26,83.0,23.34
Very High,JAPRES12DEL02,Clear,Drinks,Bike,35,4.1,26.902.908,75.792.934,27.032.908,75.922.934,23.79,29.0,30.73
Very High,INDORES20DEL02,Clear,Meal,Bike,31,4.5,22.732.225,75.874.765,22.862.225,76.004.765,22.32,43.0,28.77
Very High,MUMRES07DEL01,Foggy,Buffet,Bike,23,4.6,19.091.458,72.827.808,19.161.458,72.897.808,27.26,57.0,18.25
Very High,BANGRES18DEL02,Foggy,Drinks,E-Bike,29,4.9,12.913.041,77.683.237,13.043.041,77.813.237,22.4,73.0,31.3
Very High,INDORES08DEL02,Clear,Snack,E-Bike,27,4.7,22.725.748,75.898.497,22.855.747,76.028.497,22.3,44.0,30.35
Very High,MUMRES07DEL01,Foggy,Meal,Bike,22,5.0,19.091.458,72.827.808,19.201.458,72.937.808,26.84,57.0,31.27
Very High,HYDRES18DEL01,Foggy,Snack,Bike,32,4.7,17.450.851,78.379.347,17.560.851,78.489.347,22.64,60.0,25.29
Very High,CHENRES20DEL01,Cloudy,Meal,Bike,30,3.7,12.975.996,80.221.898,13.085.996,80.331.898,28.42,82.0,28.94
Very High,INDORES20DEL02,Clear,Meal,Bike,31,4.1,22.732.225,75.874.765,22.862.225,76.004.765,22.32,43.0,28.77
Very High,JAPRES18DEL01,Foggy,Drinks,E-Bike,28,4.8,26.913.987,75.752.891,26.983.987,75.822.891,22.84,46.0,21.09
Very High,JAPRES16DEL02,Clear,Meal,Bike,31,4.9,26.849.596,75.800.512,26.979.596,75.930.512,23.99,29.0,24.09
Very High,HYDRES09DEL03,Foggy,Buffet,Bike,25,3.4,17.431.668,78.408.321,17.521.668,78.498.321,22.63,60.0,22.79
Very High,LUDHRES03DEL01,Clear,Snack,Bike,28,4.9,3.088.722,75.804.893,3.099.722,75.914.893,23.67,39.0,24.23
Very High,INDORES010DEL02,Clear,Snack,Bike,24,4.5,2.275.004,75.902.847,2.288.004,76.032.847,22.14,44.0,28.87
Very High,COIMBRES13DEL02,Foggy,Buffet,Bike,28,5.0,11.003.669,76.976.494,11.133.669,77.106.494,26.18,73.0,24.89
Very High,GOARES16DEL02,Cloudy,Meal,Bike,27,4.7,15.498.603,73.826.911,15.628.603,73.956.911,28.79,67.0,26.71
Very High,HYDRES04DEL01,Foggy,Buffet,Bike,30,4.7,17.411.028,78.329.645,17.521.028,78.439.645,22.71,60.0,38.17837876717937
Very High,PUNERES03DEL02,Clear,Meal,Bike,32,4.1,18.554.382,73.798.206,18.684.382,73.928.206,22.97,48.0,29.83
Very High,KOCRES13DEL02,Partly Cloudy,Snack,Bike,24,4.9,9.991.703,76.293.136,10.121.703,76.423.136,24.14,92.0,28.93
Very High,MUMRES02DEL02,Clear,Drinks,Bike,35,4.0,19.221.315,72.862.381,19.351.315,72.992.381,27.54,55.0,38.17837876717937
Very High,KOLRES010DEL02,Foggy,Meal,Bike,29,4.6,22.538.999,88.322.337,22.668.999,88.452.337,27.99,65.0,29.96
Very High,PUNERES11DEL03,Clear,Snack,Bike,35,4.5,18.533.811,73.899.315,18.623.811,73.989.315,23.39,47.0,19.2
Very High,DEHRES07DEL02,Clear,Meal,Bike,21,4.8,30.362.686,7.806.889,30.442.686,7.814.889,10.26,86.0,24.98
Very High,JAPRES19DEL03,Clear,Meal,Bike,30,4.2,26.913.726,7.575.282,27.003.726,75.842.821,23.56,27.0,20.2
Very High,CHENRES13DEL01,Cloudy,Drinks,Bike,30,3.6,13.027.018,80.254.791,13.137.018,80.364.791,28.38,82.0,22.66
Very High,PUNERES05DEL03,Clear,Snack,Bike,39,4.5,18.543.626,73.905.101,18.633.626,73.995.101,23.39,47.0,20.39
Very High,BANGRES19DEL01,Foggy,Meal,Bike,32,4.9,12.914.264,776.784,13.024.264,777.884,22.8,73.0,24.83
Very High,JAPRES03DEL03,Clear,Meal,E-Bike,35,4.6,26.913.483,75.803.139,27.053.483,75.943.139,23.92,29.0,27.73
Very High,HYDRES09DEL02,Foggy,Buffet,Bike,25,4.8,17.431.668,78.408.321,17.561.668,78.538.321,22.63,60.0,26.58
Very High,CHENRES08DEL01,Foggy,Snack,Bike,29,4.7,13.022.394,80.242.439,13.092.394,80.312.439,28.39,82.0,19.89
Very High,JAPRES01DEL03,Clear,Snack,Bike,29,4.5,2.690.519,75.810.753,2.699.519,75.900.753,23.95,28.0,19.0
Very High,MUMRES19DEL02,Foggy,Snack,Bike,33,4.6,19.131.141,72.813.074,1.921.114,72.893.074,27.63,57.0,22.33
Very High,CHENRES06DEL01,Cloudy,Snack,Bike,37,4.7,13.054.347,80.257.221,13.164.347,80.367.221,28.36,86.0,25.21
Very High,INDORES17DEL02,Clear,Drinks,Bike,25,4.9,22.761.226,75.887.522,22.891.226,76.017.522,22.22,43.0,26.83
Very High,PUNERES20DEL02,Clear,Snack,Bike,25,4.9,18.592.718,73.773.572,18.722.718,73.903.572,22.51,48.0,33.1
Very High,INDORES01DEL01,Clear,Meal,Bike,36,4.1,22.695.207,75.866.059,22.805.207,75.976.059,22.18,44.0,24.91
Very High,JAPRES03DEL01,Clear,Drinks,E-Bike,27,4.7,26.913.483,75.803.139,27.023.483,75.913.139,23.84,28.0,19.5
Very High,PUNERES02DEL03,Clear,Drinks,Bike,28,4.9,1.855.144,73.804.855,1.864.144,73.894.855,22.89,48.0,20.02
Very High,PUNERES19DEL01,Clear,Drinks,Bike,22,4.9,18.563.934,73.915.367,18.673.935,74.025.367,23.47,47.0,25.16
Very High,CHENRES16DEL03,Cloudy,Buffet,Bike,24,4.2,13.049.645,80.242.268,13.139.645,80.332.268,28.35,82.0,23.73
Very High,PUNERES06DEL01,Clear,Snack,Bike,21,4.4,18.546.258,73.904.337,18.616.258,73.974.337,23.09,48.0,16.78
Very High,HYDRES14DEL01,Foggy,Snack,E-Bike,25,4.3,17.426.228,78.407.495,17.536.228,78.517.495,22.6,60.0,22.59
Very High,CHENRES13DEL01,Cloudy,Meal,E-Bike,29,4.6,13.027.018,80.254.791,13.097.018,80.324.791,28.39,82.0,18.65
Very High,KOCRES07DEL02,Partly Cloudy,Buffet,Bike,35,5.0,9.985.697,76.281.128,10.115.697,76.411.128,24.24,91.0,32.22
Very High,MUMRES16DEL02,Clear,Drinks,Bike,29,4.6,19.120.083,72.907.385,19.250.083,73.037.385,27.99,49.0,26.81
Very High,CHENRES07DEL03,Cloudy,Snack,E-Bike,25,4.0,13.081.878,80.248.519,13.171.878,80.338.519,28.34,82.0,22.26
Very High,JAPRES18DEL03,Clear,Buffet,Bike,28,4.6,26.913.987,75.752.891,27.003.987,75.842.891,23.56,27.0,20.18
Very High,LUDHRES14DEL03,Clear,Snack,Bike,21,4.9,30.892.978,75.821.847,31.032.978,75.961.847,23.37,39.0,38.17837876717937
Very High,CHENRES17DEL02,Cloudy,Buffet,Bike,29,4.6,13.045.479,8.023.311,13.175.479,8.036.311,28.35,86.0,30.4
Very High,JAPRES06DEL03,Clear,Meal,Bike,39,4.8,26.911.927,75.797.282,27.051.927,75.937.282,23.92,29.0,28.52
Very High,BANGRES02DEL02,Foggy,Buffet,Bike,37,4.8,12.970.221,77.645.396,13.100.221,77.775.396,22.15,73.0,24.05
Very High,MUMRES06DEL01,Foggy,Buffet,Bike,36,4.2,19.055.831,72.833.984,19.165.831,72.943.984,27.96,57.0,25.01
Very High,HYDRES010DEL03,Foggy,Drinks,Bike,37,5.0,17.428.294,78.404.423,17.518.294,78.494.423,22.67,60.0,22.26
Very High,PUNERES03DEL02,Clear,Snack,Bike,29,5.0,18.554.382,73.798.206,18.634.382,73.878.206,22.71,48.0,22.84
Very High,ALHRES08DEL03,Clear,Buffet,Bike,23,4.6,25.450.329,81.834.279,25.590.329,81.974.279,25.02,44.0,26.54
Very High,INDORES08DEL02,Clear,Drinks,Bike,34,4.0,22.725.748,75.898.497,22.855.747,76.028.497,22.3,44.0,30.35
Very High,JAPRES19DEL03,Clear,Meal,Bike,30,4.7,26.913.726,7.575.282,27.003.726,75.842.821,23.56,27.0,20.2
Very High,MUMRES01DEL03,Foggy,Drinks,Bike,23,4.6,1.912.663,72.829.976,1.921.663,72.919.976,25.09,57.0,21.64
Very High,CHENRES17DEL01,Cloudy,Meal,Bike,29,4.7,13.045.479,8.023.311,13.155.479,8.034.311,28.35,82.0,27.0
Very High,ALHRES19DEL03,Clear,Snack,Bike,28,4.6,25.457.116,81.859.682,25.597.116,81.999.682,24.9,44.0,27.39
Very High,BANGRES17DEL02,Foggy,Buffet,Bike,36,3.6,12.972.532,77.608.179,13.102.532,77.738.179,22.03,73.0,30.52
Very High,CHENRES13DEL01,Cloudy,Snack,Bike,26,4.7,13.027.018,80.254.791,13.097.018,80.324.791,28.39,82.0,18.65
Very High,KNPRES07DEL03,Clear,Drinks,Bike,22,5.0,26.472.001,80.354.002,26.612.001,80.494.002,22.98,43.0,33.95
Very High,MUMRES03DEL01,Clear,Meal,Bike,21,4.9,1.922.384,72.841.347,1.929.384,72.911.347,27.45,54.0,22.99
Very High,JAPRES19DEL01,Clear,Buffet,Bike,25,4.8,26.913.726,7.575.282,27.023.726,7.586.282,23.79,28.0,27.93
Very High,CHENRES09DEL01,Cloudy,Meal,Bike,21,4.1,13.044.694,8.026.147,13.154.694,8.037.147,28.37,82.0,21.39
Very High,MUMRES04DEL01,Clear,Buffet,Bike,39,4.2,19.254.567,72.848.923,19.364.567,72.958.923,27.06,55.0,35.56
Very High,PUNERES08DEL03,Clear,Drinks,Bike,20,4.7,1.853.408,7.389.852,1.862.408,7.398.852,23.39,47.0,21.24
Very High,SURRES19DEL03,Foggy,Drinks,Bike,36,4.7,21.149.669,72.772.629,21.239.669,72.862.629,24.94,73.0,20.14
Very High,HYDRES13DEL02,Foggy,Buffet,Bike,33,4.7,17.431.477,7.840.035,17.561.477,7.853.035,22.58,60.0,28.05
Very High,CHENRES07DEL03,Cloudy,Drinks,Bike,26,4.9,13.081.878,80.248.519,13.171.878,80.338.519,28.34,82.0,21.95
Very High,MUMRES05DEL03,Foggy,Snack,Bike,26,4.8,18.927.584,72.832.585,18.987.584,72.892.585,28.05,57.0,38.17837876717937
Very High,PUNERES08DEL01,Clear,Buffet,Bike,31,4.1,1.853.408,7.389.852,1.864.408,7.400.852,23.58,47.0,23.93
Very High,PUNERES07DEL02,Clear,Snack,Bike,39,4.7,18.546.947,73.900.626,18.676.947,74.030.626,23.47,47.0,28.71
Very High,DEHRES19DEL02,Clear,Snack,Bike,39,4.9,30.372.202,78.077.151,30.452.202,78.157.151,11.16,87.0,24.82
Very High,KOCRES18DEL01,Partly Cloudy,Drinks,Bike,32,4.6,9.957.144,76.296.783,10.067.144,76.406.783,24.3,90.0,23.43
Very High,DEHRES09DEL03,Clear,Meal,Bike,31,4.6,30.332.735,78.054.222,30.422.735,78.144.222,12.02,84.0,18.49
Very High,CHENRES02DEL01,Cloudy,Snack,Bike,29,4.7,13.086.438,80.220.672,13.196.438,80.330.672,28.32,82.0,26.35
Very High,BANGRES02DEL02,Foggy,Snack,Bike,27,4.8,12.970.221,77.645.396,13.100.221,77.775.396,22.15,73.0,24.05
Very High,MUMRES20DEL02,Foggy,Snack,Bike,24,4.8,19.103.249,72.846.749,19.233.249,72.976.749,27.86,57.0,31.33
Very High,HYDRES13DEL01,Foggy,Meal,Bike,21,4.2,17.431.477,7.840.035,17.541.477,7.851.035,22.52,60.0,27.05
Very High,LUDHRES08DEL03,Clear,Drinks,Bike,34,4.7,30.899.992,75.831.338,31.039.992,75.971.338,23.37,39.0,38.17837876717937
Very High,CHENRES09DEL02,Cloudy,Snack,Bike,23,5.0,13.044.694,8.026.147,13.124.694,8.034.147,28.37,82.0,18.15
Very High,MUMRES07DEL03,Foggy,Drinks,Bike,37,4.7,19.091.458,72.827.808,19.181.458,72.917.808,27.34,57.0,22.96
Very High,CHENRES11DEL02,Cloudy,Buffet,Bike,29,4.6,13.064.181,80.236.442,13.194.181,80.366.442,28.34,75.0,30.99
